ablum,ablummid,end,id,name,singer,songmid,start,url
D**e - Single,002Uc1tP1guWJe,2013_14,4743786,D**e,Tyga,003uuiXc0ZAk5c,2013_5,https://y.qq.com/n/yqq/song/003uuiXc0ZAk5c.html
Believe (Deluxe Edition),002XddZv4cGsXb,2013_13,1473252,Beauty And A Beat,Justin Bieber,002ZGist4UyZoU,2012_27,https://y.qq.com/n/yqq/song/002ZGist4UyZoU.html
Unapologetic (Deluxe Version),004ZwyuM3LokMy,2013_13,4717542,Diamonds,Rihanna,0026lXnv1Tab4r,2013_4,https://y.qq.com/n/yqq/song/0026lXnv1Tab4r.html
Merry Go 'Round,002b39hN2E9L97,2013_13,1878640,Merry Go 'Round,Kacey Musgraves,004MP08G335I7t,2012_52,https://y.qq.com/n/yqq/song/004MP08G335I7t.html
Tornado,0036nnds4Ko56S,2013_13,1862138,Tornado,Little Big Town,00341TTJ3bvbnm,2012_47,https://y.qq.com/n/yqq/song/00341TTJ3bvbnm.html
Who Booty (Remix),001NHq2q0kGLeE,2013_13,101092563,Who Booty (Remix),Jonn Hart,000xYBj70OdyN8,2012_52,https://y.qq.com/n/yqq/song/000xYBj70OdyN8.html
The Lumineers,001ynF3n4agqF6,2013_13,1811976,Stubborn Love,The Lumineers,00010klP4Bfmky,2012_51,https://y.qq.com/n/yqq/song/00010klP4Bfmky.html
Night Train,003sBeJZ3o7Fgi,2013_13,1951511,The Only Way I Know,Jason Aldean,0030pjWO0HRTiC,2012_47,https://y.qq.com/n/yqq/song/0030pjWO0HRTiC.html
Some Nights,002QDjpI1C4KWi,2013_12,1131663,Some Nights,Fun.,000bRMMj28nkdK,2012_22,https://y.qq.com/n/yqq/song/000bRMMj28nkdK.html
#3,002GpFB41Xs6x2,2013_12,101095832,Hall Of Fame,The Script,0039NL034O7KnS,2012_42,https://y.qq.com/n/yqq/song/0039NL034O7KnS.html
Kaleidoscope Dream (Deluxe Version),000TIleh1pGzcW,2013_12,1910149,Adorn,Miguel,000emcBg3nZd2A,2012_42,https://y.qq.com/n/yqq/song/000emcBg3nZd2A.html
Hunter Hayes,003bu2nI3HJwlA,2013_12,1142314,Wanted,Hunter Hayes,003FnM8R2IjNrV,2012_22,https://y.qq.com/n/yqq/song/003FnM8R2IjNrV.html
Better Dig Two,002MePx81iIa6R,2013_12,7156674,Better Dig Two,The Band Perry,004cbtUN3oXrhT,2012_46,https://y.qq.com/n/yqq/song/004cbtUN3oXrhT.html
Wicked Games,002RVCdT4bC5Uy,2013_12,2454676,Wicked Games,The Weeknd,00094XWV2HwmHh,2012_46,https://y.qq.com/n/yqq/song/00094XWV2HwmHh.html
Hey Porsche - Single,000jHbt80rPNhS,2013_12,4756858,Hey Porsche,Nelly,001SBWvG3SM7Dg,2013_9,https://y.qq.com/n/yqq/song/001SBWvG3SM7Dg.html
Fortune (Deluxe Version),000Dv06k36Wig4,2013_12,5029258,Don't Judge Me,Chris Brown,000xlR2P13Jm4j,2012_47,https://y.qq.com/n/yqq/song/000xlR2P13Jm4j.html
"So Many Girls (feat. Tyga, Wale, Roscoe Dash) - Single",003iHMDt4RmGO7,2013_12,4754204,So Many Girls,DJ Drama,003v68Z44KmrVE,2013_12,https://y.qq.com/n/yqq/song/003v68Z44KmrVE.html
Gold,001Ferlu1EJFK0,2013_12,3578659,Gold,Britt Nicole,002BoA8C1De8C4,2013_10,https://y.qq.com/n/yqq/song/002BoA8C1De8C4.html
Spring Break...Here to Party,002iiZcq3Essdm,2013_12,4764391,Buzzkill,Luke Bryan,000j8qQu1Ezcwd,2013_11,https://y.qq.com/n/yqq/song/000j8qQu1Ezcwd.html
"Lova Sosa (from the Album ""Finally Rich"") – Single",0048yZk93qMGZL,2013_12,2472250,Love Sosa,Chief Keef,002R1gPn4RUV0i,2012_52,https://y.qq.com/n/yqq/song/002R1gPn4RUV0i.html
Home,00378oFE3LNWll,2013_11,2163838,Tip It On Back,Dierks Bentley,002mMAal3G4l6c,2012_46,https://y.qq.com/n/yqq/song/002mMAal3G4l6c.html
O.N.I.F.C. (Deluxe Version),0023grR616WCpd,2013_11,2480328,Remember You,Wiz Khalifa,003kFZES1zoGYi,2012_51,https://y.qq.com/n/yqq/song/003kFZES1zoGYi.html
Take Me Home (Special Deluxe Edition),0020Q9Wr0uvQDk,2013_11,5025148,Little Things,One Direction,0045Jicp1j2S05,2012_48,https://y.qq.com/n/yqq/song/0045Jicp1j2S05.html
"Best of Black Summer Party, Vol. 10",001QOKpi1fFy5l,2013_11,4997429,As Your Friend,Afrojack,003OFvww3n8u6t,2013_9,https://y.qq.com/n/yqq/song/003OFvww3n8u6t.html
Skyfall,0031v9wd2VVvEz,2013_10,1926942,Skyfall,Adele,000kMFQg424SEP,2012_42,https://y.qq.com/n/yqq/song/000kMFQg424SEP.html
Swimming Pools (Drank),003caZPy0FWpCJ,2013_10,1756079,Swimming Pools (Drank) (Explicit Version),Kendrick Lamar,003IqJDP1TE8Go,2012_37,https://y.qq.com/n/yqq/song/003IqJDP1TE8Go.html
Don't Stop The Party,0004os5X2yFUOn,2013_10,1903780,Don't Stop The Party (Extended Mix),Pitbull,000dqK3H4KbJDP,2012_41,https://y.qq.com/n/yqq/song/000dqK3H4KbJDP.html
Ball,001CO7nq1KwgJf,2013_10,1951792,Ball,T.I.,003oyoJH2tcr1S,2012_44,https://y.qq.com/n/yqq/song/003oyoJH2tcr1S.html
It’s a Beautiful Day - EP,003FgSsV41XC5E,2013_10,4756387,It's a Beautiful Day,Michael Bublé,001W3aHT46RoXE,2013_10,https://y.qq.com/n/yqq/song/001W3aHT46RoXE.html
Pink Friday: Roman Reloaded The Re-Up,001FRvNg2BSoK8,2013_10,2472420,Va Va Voom,Nicki Minaj,003OJ47E3XO73X,2013_6,https://y.qq.com/n/yqq/song/003OJ47E3XO73X.html
Guap,003tE83J1EaR2V,2013_10,2461590,Guap,Big Sean,004P9RcC12uoQT,2012_52,https://y.qq.com/n/yqq/song/004P9RcC12uoQT.html
Die Young - Single,000e2PxH0vXXkT,2013_9,1904479,Die Young,Kesha,000nYy5h19F8ix,2012_41,https://y.qq.com/n/yqq/song/000nYy5h19F8ix.html
Boys & Girls,003TocrE0vrdy2,2013_9,1250195,Hold On,Alabama Shakes,0041qVzl05TNDt,2013_8,https://y.qq.com/n/yqq/song/0041qVzl05TNDt.html
Halcyon (Deluxe Edition),0022R2a43u8Uhs,2013_9,1937807,Anything Could Happen,Ellie Goulding,002hiXX62MvxqQ,2012_43,https://y.qq.com/n/yqq/song/002hiXX62MvxqQ.html
Uncaged,000NHElm0YoO2H,2013_9,1556992,Goodbye In Her Eyes,Zac Brown Band,003Wqzb41EUs6o,2012_43,https://y.qq.com/n/yqq/song/003Wqzb41EUs6o.html
Started from the Bottom,001tVZjE4YmSMI,2013_8,4750770,Started From the Bottom (Explicit Version),Drake,0041cgWH4Tg7Vr,2013_7,https://y.qq.com/n/yqq/song/0041cgWH4Tg7Vr.html
 ,001bTNlv2iVzOD,2013_8,5604550,The A Team,Ed Sheeran,0025Uuip2wyb9k,2012_30,https://y.qq.com/n/yqq/song/0025Uuip2wyb9k.html
Making Mirrors,000Zn8Hd2djP4Q,2013_8,1000650,Somebody That I Used to Know,Gotye,001JITda3sTVCc,2012_5,https://y.qq.com/n/yqq/song/001JITda3sTVCc.html
Wild Ones,000RwziE2WZgsO,2013_8,7215101,I Cry,Flo Rida,003X5GN04VILqR,2012_42,https://y.qq.com/n/yqq/song/003X5GN04VILqR.html
Set You Free,000d9mbi0GqqgL,2013_8,4718114,Every Storm Runs Out of Rain,Gary Allan,000ZMFq41xdr3X,2013_6,https://y.qq.com/n/yqq/song/000ZMFq41xdr3X.html
Red (Deluxe Version),000XafSm26FA1L,2013_8,5028635,Begin Again,Taylor Swift,0036rkk819NUGH,2012_43,https://y.qq.com/n/yqq/song/0036rkk819NUGH.html
2012年09月欧美新歌速递,004FCJIi45yLPl,2013_8,1852550,How Country Feels,Randy Houser,001zmsUi2s0K3E,2012_42,https://y.qq.com/n/yqq/song/001zmsUi2s0K3E.html
Wheelhouse,000RZq0v1ENHIf,2013_8,1918202,Southern Comfort Zone,Brad Paisley,0001KMOs1pWurE,2012_42,https://y.qq.com/n/yqq/song/0001KMOs1pWurE.html
No Love Lost,004CpEln131CT3,2013_8,4747460,She Don't Put It Down (feat. Lil Wayne & Tank),Joe Budden,0004ubi14AoWgo,2013_8,https://y.qq.com/n/yqq/song/0004ubi14AoWgo.html
Casey James,004cJbzN046rhK,2013_8,1369647,Crying On A Suitcase,Casey James,004OwBAy1DPML9,2013_1,https://y.qq.com/n/yqq/song/004OwBAy1DPML9.html
Let Me Love You (Until You Learn To Love Yourself),003VrW2x1CYTv6,2013_7,1564664,Let Me Love You,Ne-Yo,000NL9ZX1nTcGQ,2012_33,https://y.qq.com/n/yqq/song/000NL9ZX1nTcGQ.html
Believe Acoustic,001gGkP22ylYas,2013_7,4740116,Nothing Like Us Bonus Track,Justin Bieber,002GR3n512r23A,2013_6,https://y.qq.com/n/yqq/song/002GR3n512r23A.html
Back in the Saddle,001eti261iV5Lc,2013_7,1536271,Let There Be Cowgirls,Chris Cagle,003rM2c80tEL5d,2013_5,https://y.qq.com/n/yqq/song/003rM2c80tEL5d.html
Clique - Single,001kWlEm1Pr7Vb,2013_6,1878508,Clique,Kanye West,002Ahc6R4X55hG,2012_38,https://y.qq.com/n/yqq/song/002Ahc6R4X55hG.html
Call Me Maybe,004RM80k2qTnxo,2013_6,968338,Call Me Maybe,Carly Rae Jepsen,000yVT9t05ZGRt,2012_26,https://y.qq.com/n/yqq/song/000yVT9t05ZGRt.html
Dedication 4,002rVGkE4LFnOQ,2013_6,1843506,No Worries Feat Detail,Lil Wayne,001XgDHg4ecAsB,2012_38,https://y.qq.com/n/yqq/song/001XgDHg4ecAsB.html
YOLO,003jt8dg4YsjRO,2013_6,4746386,Yolo,The Lonely Island,000ckaY62qqqoz,2013_6,https://y.qq.com/n/yqq/song/000ckaY62qqqoz.html
Gossamer,0045RdsA4KvmdW,2013_6,1627946,Take A Walk,Passion Pit,003xc3FT4akpTa,2012_37,https://y.qq.com/n/yqq/song/003xc3FT4akpTa.html
Love Shack,001k0SAP2pVAPq,2013_6,1185128,Let Me Love You (Glee Cast Version),Glee Cast,0042UkZK2LqcbR,2013_6,https://y.qq.com/n/yqq/song/0042UkZK2LqcbR.html
Up All Night,001MOxim18OXv9,2013_6,1404621,Beer Money,Kip Moore,000aWc9D3SIoSx,2012_40,https://y.qq.com/n/yqq/song/000aWc9D3SIoSx.html
Pitch Perfect (Original Motion Picture Soundtrack),003mFWKV3YXLWN,2013_6,1954072,Riff Off: Mickey / Like a Virgin / Hit Me With Your Best Shot / S&M / Let’s Talk About Sex / I’ll Make Love to You/Feels Like the First Time/No Diggity,The Barden Bellas,0047XD3g1Lr08X,2013_2,https://y.qq.com/n/yqq/song/0047XD3g1Lr08X.html
Pitch Perfect (Original Motion Picture Soundtrack),003mFWKV3YXLWN,2013_6,1954078,Bellas Finals: Price Tag / Don’t You (Forget About Me) / Give Me Everything / Just the Way You Are / Party In the U.S.A. / Turn the Beat Around,The Barden Bellas,000YUq8v0a8nP3,2013_1,https://y.qq.com/n/yqq/song/000YUq8v0a8nP3.html
Believe Acoustic,001gGkP22ylYas,2013_6,4740107,As Long As You Love Me (Acoustic),Justin Bieber,002qZqD60pZ3RW,2013_6,https://y.qq.com/n/yqq/song/002qZqD60pZ3RW.html
2012年10月欧美新歌速递,0046V4ac0WX8Nm,2013_5,1943186,Every Storm,Gary Allan,000VaZE03eFKDa,2012_42,https://y.qq.com/n/yqq/song/000VaZE03eFKDa.html
The Lateness of the Hour (Deluxe Edition),001Pg6Gq1FPq0z,2013_5,887914,Too Close,Alex Clare,003WvBND1e5PQe,2012_22,https://y.qq.com/n/yqq/song/003WvBND1e5PQe.html
   ,001ZaCQY2OxVMg,2013_5,1832871,Bandz A Make Her Dance,Juicy J,001neSW90r7pkS,2012_39,https://y.qq.com/n/yqq/song/001neSW90r7pkS.html
Pink Friday: Roman Reloaded (Deluxe Edition),0003KQr92kxFWJ,2013_5,1239613,Va Va Voom,Nicki Minaj,002uggwv3aORtT,2012_45,https://y.qq.com/n/yqq/song/002uggwv3aORtT.html
Rest of My Life (feat. Usher & David Guetta) - Single,001sojMx0CNKyL,2013_5,2460020,Rest of My Life,Ludacris,002hNoSi0Yl2wk,2012_47,https://y.qq.com/n/yqq/song/002hNoSi0Yl2wk.html
My Own Lane,000LOYpV3FOIz0,2013_5,5143854,Bad A**,Kid Ink,002cNHiU1ELsBB,2013_5,https://y.qq.com/n/yqq/song/002cNHiU1ELsBB.html
Outlaws Like Me,004DMTTp3CfIfi,2013_5,862241,Til My Last Day,Justin Moore,002Ecasm3yqu84,2012_39,https://y.qq.com/n/yqq/song/002Ecasm3yqu84.html
Celebration,003vuwBG0z8rYP,2013_5,2458873,Celebration,The Game,0018SVJr3wkBhZ,2012_48,https://y.qq.com/n/yqq/song/0018SVJr3wkBhZ.html
We Are Never Ever Getting Back Together,003FVV9l3ifGEP,2013_4,1791037,We Are Never Ever Getting Back Together,Taylor Swift,0035Wt4C2XxdF9,2012_34,https://y.qq.com/n/yqq/song/0035Wt4C2XxdF9.html
Channel ORANGE,002SxB693jC4yI,2013_4,1564561,Thinkin Bout You,Frank Ocean,003r3gm13fUo3t,2012_30,https://y.qq.com/n/yqq/song/003r3gm13fUo3t.html
Bright Lights,004eSBlX3hKovj,2013_4,763275,Lights (Single Version),Ellie Goulding,004AahcN4P8CPL,2012_26,https://y.qq.com/n/yqq/song/004AahcN4P8CPL.html
LONG.LIVE.A$AP (Deluxe Version),0018xCU8079Dmk,2013_4,5603785,Long Live A$AP,A$AP Rocky,0028jTe10oL1pH,2013_4,https://y.qq.com/n/yqq/song/0028jTe10oL1pH.html
Live While We're Young,001U71In1fb4uf,2013_4,1905335,Live While We're Young,One Direction,002PBcmk4TT73i,2012_42,https://y.qq.com/n/yqq/song/002PBcmk4TT73i.html
Songs of Free Men,003abIXl1EwwTM,2013_4,1847228,Wagon Wheels,Lawrence Brown,001vQ5eT2jq8Gm,2013_4,https://y.qq.com/n/yqq/song/001vQ5eT2jq8Gm.html
"God Forgives, I Don't",000yfb6s3Ki5mT,2013_4,1678160,Diced Pineapples,Rick Ross,000kJZEF2P5qXY,2012_33,https://y.qq.com/n/yqq/song/000kJZEF2P5qXY.html
Almeria,004Z2Aqn4COmKh,2013_4,4704137,Between the Raindrops,Lifehouse,001FEGtl0Qawqe,2013_4,https://y.qq.com/n/yqq/song/001FEGtl0Qawqe.html
Diamonds,004XjD1J4KWSaZ,2013_3,1955985,Diamonds,Rihanna,004SA94V3ofhwT,2012_41,https://y.qq.com/n/yqq/song/004SA94V3ofhwT.html
feel again,002KwplZ1h6LgV,2013_3,1842864,Feel Again,OneRepublic,0003Ei2P2g2AmU,2012_37,https://y.qq.com/n/yqq/song/0003Ei2P2g2AmU.html
Red (Deluxe Version),000XafSm26FA1L,2013_3,5028636,The Moment I Knew,Taylor Swift,0004Uyb51tBGbX,2013_3,https://y.qq.com/n/yqq/song/0004Uyb51tBGbX.html
Suit & Tie,004Ph6XD2B1Ufa,2013_3,3595751,Suit & Tie,Justin Timberlake,002JT9AV4eseWW,2013_3,https://y.qq.com/n/yqq/song/002JT9AV4eseWW.html
Les Misérables (Highlights From the Motion Picture Soundtrack),001787o937x6Yh,2013_3,4766008,I Dreamed a Dream,Anne Hathaway,002EUPCO3m9WAM,2013_1,https://y.qq.com/n/yqq/song/002EUPCO3m9WAM.html
Hello My Name Is...,001HvmlP0iVw3N,2013_3,2441440,Ready or Not,Bridgit Mendler,001vZ1fy3G0GJB,2012_44,https://y.qq.com/n/yqq/song/001vZ1fy3G0GJB.html
   ,001ZaCQY2OxVMg,2013_2,2463080,Made N****z,A$AP Rocky,002PH2iu44FKVl,2012_46,https://y.qq.com/n/yqq/song/002PH2iu44FKVl.html
Believe (Deluxe Edition),002XddZv4cGsXb,2013_2,1473245,As Long As You Love Me,Justin Bieber,000nVL1t43odMV,2012_28,https://y.qq.com/n/yqq/song/000nVL1t43odMV.html
Blow Me (One Last Kiss),001ptn5G0vnGPc,2013_2,1543061,Blow Me(One Last Kiss),P!NK,001n9kFh3dy2tP,2012_29,https://y.qq.com/n/yqq/song/001n9kFh3dy2tP.html
Fortune (Deluxe Version),000Dv06k36Wig4,2013_2,5029266,Don't Wake Me Up,Chris Brown,003kKXgI48h818,2012_29,https://y.qq.com/n/yqq/song/003kKXgI48h818.html
Tailgates & Tanlines,001rNA0i1ZyFy5,2013_2,1493695,Kiss Tomorrow Goodbye,Luke Bryan,000mtc9p1SgFmv,2012_36,https://y.qq.com/n/yqq/song/000mtc9p1SgFmv.html
Chief,003Q2Uum22I53V,2013_2,2163683,Creepin',Eric Church,000Er46o0YgWtp,2012_36,https://y.qq.com/n/yqq/song/000Er46o0YgWtp.html
Welcome To The Fishbowl,0022QKnf4WwLRD,2013_2,101097763,El Cerrito Place,Kenny Chesney,003KZpqW0Z7zgt,2012_43,https://y.qq.com/n/yqq/song/003KZpqW0Z7zgt.html
   ,001ZaCQY2OxVMg,2013_2,2455895,Young & Gettin'It,Meek Mill,001y4apU2lKdQU,2012_45,https://y.qq.com/n/yqq/song/001y4apU2lKdQU.html
Did It For The Girl,003dtMEp29vW1c,2013_2,1348715,Did It For The Girl,Greg Bates,000fHGKx2Deudc,2012_40,https://y.qq.com/n/yqq/song/000fHGKx2Deudc.html
Les Misérables (Highlights From the Motion Picture Soundtrack),001787o937x6Yh,2013_2,4766016,On My Own,Samantha Barks,003jR8Ss2nVl3n,2013_2,https://y.qq.com/n/yqq/song/003jR8Ss2nVl3n.html
ICE,000tOF4H0eLM70,2013_2,1812175,ICE,Kelly Rowland,0004GDZo1bHIMy,2012_37,https://y.qq.com/n/yqq/song/0004GDZo1bHIMy.html
iTunes Session,001Q13Pw01e5Bj,2013_2,2551451,Carry On (iTunes Session),Fun.,004NkBWD408TjZ,2013_2,https://y.qq.com/n/yqq/song/004NkBWD408TjZ.html
Sticks & Stones (Japanese Version),004Itd3v3SLmft,2013_1,2455793,Oath,Cher Lloyd,003n5cXa2T63b9,2012_50,https://y.qq.com/n/yqq/song/003n5cXa2T63b9.html
Take Me Home (Special Deluxe Edition),0020Q9Wr0uvQDk,2013_1,5025147,Kiss You,One Direction,004BqO5j3c22yF,2012_48,https://y.qq.com/n/yqq/song/004BqO5j3c22yF.html
King Wizard – Single,003jjCAj0v46KN,2013_1,4709137,King Wizard,Kid Cudi,001gD8Ob2LB4TE,2013_1,https://y.qq.com/n/yqq/song/001gD8Ob2LB4TE.html
Take Me Home (Special Deluxe Edition),0020Q9Wr0uvQDk,2013_1,5025152,Rock Me,One Direction,0006XqmQ01a9ke,2013_1,https://y.qq.com/n/yqq/song/0006XqmQ01a9ke.html
Quality Street Music,000uTUK94bigw1,2013_1,1918993,My Moment,DJ Drama,0026r3Cn4Kqhql,2013_1,https://y.qq.com/n/yqq/song/0026r3Cn4Kqhql.html
All I Want for Christmas Is You (Mariah's New Dance Mixes),002nirqc0bo2ag,2012_52,855603,All I Want for Christmas Is You (Mariah's New Dance Mix),Mariah Carey,000AHms70vmEoU,2012_51,https://y.qq.com/n/yqq/song/000AHms70vmEoU.html
2012 December 10: Live Rounds Top 4,0044s0vj4L5GlD,2012_52,2636372,Stupid Boy (The Voice Performance),Cassadee Pope,004ICicQ1lSpXO,2012_52,https://y.qq.com/n/yqq/song/004ICicQ1lSpXO.html
Based On A T.R.U. Story (Deluxe Edition),0001Oplu0MlUch,2012_52,1753370,Birthday Song,2 Chainz,002nJVSd3QdhfN,2012_36,https://y.qq.com/n/yqq/song/002nJVSd3QdhfN.html
   ,001ZaCQY2OxVMg,2012_52,2551083,Let It Be,Terry McDermott,003sMdL502MFl3,2012_52,https://y.qq.com/n/yqq/song/003sMdL502MFl3.html
Barefoot Blue Jean Night,000BsFkm1TRlWz,2012_52,946933,The One That Got Away,Jake Owen,000t0A042hqk8O,2012_34,https://y.qq.com/n/yqq/song/000t0A042hqk8O.html
Pluto,004ML4CP2JZlTp,2012_52,1282804,Turn On The Lights,Future,004enJ9t2ItsN7,2012_34,https://y.qq.com/n/yqq/song/004enJ9t2ItsN7.html
4 (Deluxe Edition),002R9IhK0pJDpq,2012_52,862024,Dance For You,Beyoncé,004TXc051ocwCe,2012_38,https://y.qq.com/n/yqq/song/004TXc051ocwCe.html
Representin,002zy2j13qxhcu,2012_52,2441095,Representin,Ludacris,004JbwDl3s2zkG,2012_50,https://y.qq.com/n/yqq/song/004JbwDl3s2zkG.html
My Life,0007CZmU1F0lCg,2012_52,3585922,My Life,50 Cent,0048OGL71OH63y,2012_50,https://y.qq.com/n/yqq/song/0048OGL71OH63y.html
Finally Found You,000PzZyn0L9Nfh,2012_52,1908502,Finally Found You,Enrique Iglesias,001rA9rk10xwwO,2012_39,https://y.qq.com/n/yqq/song/001rA9rk10xwwO.html
Home,001MoCeN0iReHx,2012_51,1461319,Home,Phillip Phillips,003Qbn5K23PGXM,2012_25,https://y.qq.com/n/yqq/song/003Qbn5K23PGXM.html
Picture Show (Deluxe Edition),000ak0kN3XdSAj,2012_51,5389196,Everybody Talks,Neon Trees,0049niBG1vKhx8,2012_27,https://y.qq.com/n/yqq/song/0049niBG1vKhx8.html
Good Time,001mat8F3tAzsu,2012_51,1511180,Good Time,Owl City,004anWbm2S4qaq,2012_28,https://y.qq.com/n/yqq/song/004anWbm2S4qaq.html
2012年06月欧美新歌速递,001JzRCT0DFBqR,2012_51,1477288,Pop That,French Montana,000wSFSC3jSjwn,2012_30,https://y.qq.com/n/yqq/song/000wSFSC3jSjwn.html
   ,001ZaCQY2OxVMg,2012_51,2635726,I Want to Know What Love Is,Terry McDermott,000Ev2Zs0cSPd8,2012_51,https://y.qq.com/n/yqq/song/000Ev2Zs0cSPd8.html
O.N.I.F.C. (Deluxe Version),0023grR616WCpd,2012_51,2480316,Let It Go,Wiz Khalifa,001WKFeq1XeaOp,2012_51,https://y.qq.com/n/yqq/song/001WKFeq1XeaOp.html
Changed (Deluxe Edition),0036y1tK1Hig9o,2012_51,1281836,Come Wake Me Up,Rascal Flatts,002o3rMU4VgpfH,2012_32,https://y.qq.com/n/yqq/song/002o3rMU4VgpfH.html
   ,001ZaCQY2OxVMg,2012_51,2635725,Somewhere Over the Rainbow,Nicholas David,003rdnL80EDKVa,2012_51,https://y.qq.com/n/yqq/song/003rdnL80EDKVa.html
Wild Ones,000RwziE2WZgsO,2012_50,7215094,Whistle,Flo Rida,001up1xk3Tt4Mk,2012_27,https://y.qq.com/n/yqq/song/001up1xk3Tt4Mk.html
Blown Away,004gaFuu2dWAi5,2012_50,1378837,Blown Away,Carrie Underwood,000lrUVt0DAHfy,2012_31,https://y.qq.com/n/yqq/song/000lrUVt0DAHfy.html
Four The Record,000Xm7gp3GqJtr,2012_50,101145556,Fastest Girl In Town,Miranda Lambert,0017DxQV0zs2al,2012_32,https://y.qq.com/n/yqq/song/0017DxQV0zs2al.html
   ,001ZaCQY2OxVMg,2012_50,2480251,Remember You,Wiz Khalifa,0022o0ju2lV0id,2012_49,https://y.qq.com/n/yqq/song/0022o0ju2lV0id.html
2012年07月欧美新歌速递,001RlZrE2iRfj4,2012_50,1644535,Take a Little Ride,Jason Aldean,000XsdO81L0Tzr,2012_31,https://y.qq.com/n/yqq/song/000XsdO81L0Tzr.html
   ,001ZaCQY2OxVMg,2012_50,2548867,Too Close,Melanie Martinez,0025LLAr2wBM8h,2012_50,https://y.qq.com/n/yqq/song/0025LLAr2wBM8h.html
   ,001ZaCQY2OxVMg,2012_50,2548866,Are You Happy Now？,Cassadee Pope,002Yirqf38AQOY,2012_50,https://y.qq.com/n/yqq/song/002Yirqf38AQOY.html
"暮光之城4：破晓（下） 电影原声带 The Twilight Saga: Breaking Dawn, Pt. 2",001ZUQqL2v31cS,2012_50,2462293,"A Thousand Years, Pt. 2",Christina Perri,000NMomU0RDEhN,2012_50,https://y.qq.com/n/yqq/song/000NMomU0RDEhN.html
2012年11月欧美新歌速递,000QyOZ12eQpA8,2012_49,2480250,Over You,Cassadee Pope,001Zjkhh2ga7RQ,2012_49,https://y.qq.com/n/yqq/song/001Zjkhh2ga7RQ.html
   ,001ZaCQY2OxVMg,2012_49,1918205,Don't You Worry Child,Swedish House Mafia,002va0pm3iYFUz,2012_40,https://y.qq.com/n/yqq/song/002va0pm3iYFUz.html
NRJ Hits 17,000rope002PXU8,2012_49,2461743,50 Ways To Say Goodbye,Train,002hD9EC0vvnYF,2012_30,https://y.qq.com/n/yqq/song/002hD9EC0vvnYF.html
Nothing But The Beat (US Edition),003lGZIQ0XzLhl,2012_49,941317,Titanium,David Guetta,003bEFRG4dGgfo,2012_27,https://y.qq.com/n/yqq/song/003bEFRG4dGgfo.html
The Twilight Saga: Breaking Dawn - Part 1(Soundtrack),002Qegfd17LqeZ,2012_49,1023662,A Thousand Years,Christina Perri,004DxNul1skYz9,2012_2,https://y.qq.com/n/yqq/song/004DxNul1skYz9.html
Lotus (Deluxe Version),003lfjig2tZm1q,2012_49,8166067,Just A Fool,Christina Aguilera,002DD1Qc1P97jT,2012_48,https://y.qq.com/n/yqq/song/002DD1Qc1P97jT.html
   ,001ZaCQY2OxVMg,2012_49,2478225,Seven Nation Army (The Voice Performance),Melanie Martinez,0041b4JC0I2Hy6,2012_49,https://y.qq.com/n/yqq/song/0041b4JC0I2Hy6.html
Pink Friday: Roman Reloaded (Deluxe Edition),0003KQr92kxFWJ,2012_49,1377380,Pound The Alarm,Nicki Minaj,003b4r90120BGC,2012_32,https://y.qq.com/n/yqq/song/003b4r90120BGC.html
I Found You,0021vuf510zm1w,2012_49,2460617,I Found You,The Wanted,001yrnek0guQyQ,2012_47,https://y.qq.com/n/yqq/song/001yrnek0guQyQ.html
The Lion The Beast The Beat,001CW1iw42V1RA,2012_49,1497627,Stars,Grace Potter & The Nocturnals,001qEzoB24iOZ9,2012_49,https://y.qq.com/n/yqq/song/001qEzoB24iOZ9.html
2012 November 19: Live Rounds Top 10 – Singles,0001WcLo0thMs3,2012_49,2478221,Stars (The Voice Performance),Amanda Brown,001CfYPI2DWBSM,2012_49,https://y.qq.com/n/yqq/song/001CfYPI2DWBSM.html
Hard 2 Love,003fYUdZ1zduOu,2012_48,1327969,Hard to Love,Lee Brice,001phJL71HFFjB,2012_26,https://y.qq.com/n/yqq/song/001phJL71HFFjB.html
Overexposed (Deluxe),004DJYzb0rxDFR,2012_48,1505176,Payphone (Clean),Maroon 5,002kxJsV44v36w,2012_27,https://y.qq.com/n/yqq/song/002kxJsV44v36w.html
Wide Awake - Single,0011LAi54UeZ7b,2012_48,3576845,Wide Awake,Katy Perry,004YY0tv0Ohdit,2012_24,https://y.qq.com/n/yqq/song/004YY0tv0Ohdit.html
2 Reasons,001LKlMe1DwocE,2012_48,1477292,2 Reasons,Trey Songz,0021HhAb2vdJla,2012_29,https://y.qq.com/n/yqq/song/0021HhAb2vdJla.html
Your Body,001EqXIu3syRMi,2012_48,1879119,Your Body,Christina Aguilera,003iYDRO0bWYvU,2012_40,https://y.qq.com/n/yqq/song/003iYDRO0bWYvU.html
Put It Down,0038JkCb3jzZig,2012_48,1380302,Put It Down,Brandy,003Da0b231x9Wp,2012_35,https://y.qq.com/n/yqq/song/003Da0b231x9Wp.html
Lovin' You Is Fun,003tvr0I33BVVc,2012_48,1459641,Lovin' You Is Fun,Easton Corbin,001zcwUL2rD0lf,2012_27,https://y.qq.com/n/yqq/song/001zcwUL2rD0lf.html
